brand,years,usingyears,tag_price,cc,gasoline,max_,compression,doors,source,mileage,type_number,certificate,residual_value
MITSUBISHI,2012,6,70.9,1800,¨Tªo,143,10.5,4,8891,50000,3,0,36.38928068
MITSUBISHI,2012,6,70.9,1800,¨Tªo,143,10.5,4,8891,50000,3,0,36.38928068
MITSUBISHI,2013,5,70.9,1800,¨Tªo,143,10.5,4,8891,32000,3,0,36.38928068
TOYOTA,2012,6,70.9,1800,¨Tªo,140,10,4,Yahoo,8363,7,0,36.38928068
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,61000,1,0,36.38583639
HONDA,2010,8,81.9,2000,¨Tªo,150,10.5,5,8891,71000,2,0,36.38583639
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,55000,1,0,36.38583639
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,51000,1,0,36.38583639
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,51000,1,0,36.38583639
NISSAN,2012,6,81.9,2500,¨Tªo,160,9.5,5,8891,36000,2,0,36.38583639
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,30000,1,0,36.38583639
MAZDA,2008,10,60.5,1500,¨Tªo,103,10,5,8891,130000,3,0,36.36363636
MAZDA,2010,8,75.9,2000,¨Tªo,151,10,5,8891,1.00E+05,1,0,36.36363636
MAZDA,2010,8,75.9,2000,¨Tªo,151,10,5,8891,76000,1,0,36.36363636
MAZDA,2008,10,65.5,2000,¨Tªo,150,10,4,8891,95000,2,0,36.33587786
MAZDA,2008,10,65.5,2000,¨Tªo,150,10,4,8891,91000,2,0,36.33587786
MAZDA,2008,10,65.5,2000,¨Tªo,150,10,4,8891,89000,2,0,36.33587786
VOLKSWAGEN,2010,8,128.8,1800,¨Tªo,160,9.8,4,8891,86000,2,0,36.33540373
VOLKSWAGEN,2008,10,128.8,2000,¨Tªo,200,10.3,3,8891,1.00E+05,1,0,36.33540373
MITSUBISHI,2013,5,58.9,1600,¨Tªo,112,10,5,8891,80000,5,0,36.3327674
MITSUBISHI,2010,8,66.9,1800,¨Tªo,143,10.5,4,8891,77000,1,0,36.32286996
LEXUS,2010,8,201,2500,¨Tªo,208,12,4,8891,89000,3,0,36.31840796
NISSAN,2009,9,239,3700,¨Tªo,328,11.7,2,8891,36000,1,0,36.31799163
MITSUBISHI,2010,8,62.8,2400,¨Tªo,159,9.5,5,8891,40000,2,0,36.30573248
LEXUS,2012,6,292,3500,¨Tªo,317,11.8,4,8891,95000,2,0,36.30136986
HONDA,2012,6,79.9,1800,¨Tªo,141,10.6,4,8891,70000,1,0,36.29536921
MITSUBISHI,2011,7,68.9,1800,¨Tªo,143,10.5,4,8891,78000,4,0,36.28447025
FORD,2008,10,68.9,2000,¨Tªo,148,10.8,5,8891,1.00E+05,1,0,36.28447025
MAZDA,2009,9,68.9,2000,¨Tªo,150,10,4,8891,86000,2,0,36.28447025
FORD,2010,8,68.9,1400,¨Tªo,96,11,5,8891,77000,2,1,36.28447025
FORD,2010,8,68.9,1400,¨Tªo,96,11,5,abc,60125,2,0,36.28447025
FORD,2008,10,68.9,2000,¨Tªo,148,10.8,4,abc,70700,1,0,36.28447025
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,8891,60000,2,0,36.26522327
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,Yahoo,47137,4,0,36.26522327
MAZDA,2012,6,73.9,2000,¨Tªo,151,10,4,8891,68000,2,0,36.26522327
MITSUBISHI,2012,6,73.9,1800,¨Tªo,143,10.5,4,8891,68000,3,0,36.26522327
MAZDA,2014,4,73.9,2000,¨Tªo,151,10,5,8891,45000,2,0,36.26522327
MITSUBISHI,2009,9,73.9,2000,¨Tªo,157,10,4,8891,84000,3,0,36.26522327
MITSUBISHI,2008,10,73.9,2000,¨Tªo,157,10,4,8891,90000,2,0,36.26522327
MITSUBISHI,2012,6,73.9,1800,¨Tªo,143,10.5,4,8891,38000,3,0,36.26522327
NISSAN,2013,5,89.9,2000,¨Tªo,136,10,4,8891,30000,3,0,36.2625139
TOYOTA,2010,8,160,2400,¨Tªo,170,9.8,5,8891,85000,1,0,36.25
HONDA,2011,7,62.9,1500,¨Tªo,120,10.4,5,8891,80000,1,0,36.24801272
HONDA,2011,7,62.9,1500,¨Tªo,120,10.4,5,8891,57000,1,0,36.24801272
HONDA,2010,8,62.9,1500,¨Tªo,120,10.4,5,8891,36000,1,0,36.24801272
HONDA,2010,8,62.9,1500,¨Tªo,120,10.4,5,8891,36000,1,0,36.24801272
VOLKSWAGEN,2010,8,109.8,1900,®ãªo,105,18.5,5,8891,120000,1,0,36.24772313
VOLKSWAGEN,2010,8,109.8,1900,®ãªo,105,18.5,5,8891,110000,1,0,36.24772313
NISSAN,2010,8,109.8,2500,¨Tªo,185,9.8,4,8891,40000,1,0,36.24772313
VOLKSWAGEN,2009,9,149,2000,¨Tªo,200,10.3,5,UCar,122758,1,0,36.24161074
TOYOTA,2008,10,82.8,2000,¨Tªo,150,9.8,5,8891,1.00E+05,4,0,36.23188406
TOYOTA,2009,9,82.8,2000,¨Tªo,150,9.8,5,8891,75000,5,0,36.23188406
TOYOTA,2014,4,51.9,1500,¨Tªo,109,10.5,4,8891,23000,2,0,36.22350674
TOYOTA,2008,10,185,3500,¨Tªo,275,10.8,5,UCar,173067,1,0,36.21621622
TOYOTA,2014,4,109.9,1800,ªo¹q,136,13,5,8891,26000,2,0,36.21474067
VOLKSWAGEN,2011,7,132,1400,¨Tªo,160,10,3,8891,70000,2,0,36.21212121
TOYOTA,2008,10,64.9,2700,¨Tªo,158,9.6,5,8891,140000,2,0,36.20955316
MITSUBISHI,2012,6,98.9,2400,¨Tªo,172,10.5,5,8891,1.00E+05,3,0,36.19817998
TOYOTA,2009,9,98.9,2400,¨Tªo,170,9.8,5,8891,1.00E+05,2,0,36.19817998
TOYOTA,2009,9,98.9,2400,¨Tªo,170,9.8,5,8891,87000,2,0,36.19817998
TOYOTA,2010,8,81.5,2000,¨Tªo,147,9.8,4,8891,88000,1,0,36.19631902
HONDA,2008,10,82.9,2000,¨Tªo,150,10.5,5,abc,88000,3,0,36.18817853
NISSAN,2014,4,86.5,1600,¨Tªo,185,9.5,5,8891,55000,2,0,36.1849711
MITSUBISHI,2008,10,87.9,2400,¨Tªo,162,9.5,5,8891,115000,3,0,36.1774744
NISSAN,2013,5,87.9,1600,¨Tªo,185,9.5,5,8891,30000,2,0,36.1774744
MITSUBISHI,2013,5,89.9,2400,¨Tªo,172,10.5,5,8891,110000,6,0,36.1512792
TOYOTA,2014,4,76.9,1800,¨Tªo,140,10,4,8891,30000,2,0,36.15084525
HONDA,2008,10,107.9,2400,¨Tªo,180,10.5,4,8891,90000,1,0,36.14457831
NISSAN,2011,7,112.9,2500,¨Tªo,185,9.8,4,8891,65000,1,0,36.13817538
MITSUBISHI,2008,10,67.8,2400,¨Tªo,159,9.5,5,8891,145000,3,0,36.13569322
LEXUS,2009,9,186,2500,¨Tªo,208,12,4,8891,95000,3,0,36.12903226
MAZDA,2009,9,77.5,2000,¨Tªo,148,10.8,5,8891,90000,5,0,36.12903226
FORD,2008,10,60.9,1800,¨Tªo,132,10.8,5,8891,150000,1,0,36.12479475
FORD,2008,10,60.9,1800,¨Tªo,132,10.8,5,8891,90000,1,0,36.12479475
LEXUS,2010,8,201,2500,¨Tªo,208,12,4,8891,56363,3,0,36.11940299
NISSAN,2010,8,65.9,1800,¨Tªo,126,9.9,5,8891,158000,4,0,36.11532625
TOYOTA,2011,7,65.9,1800,¨Tªo,140,10,4,8891,111000,3,1,36.11532625
TOYOTA,2011,7,65.9,1800,¨Tªo,140,10,4,8891,82000,3,0,36.11532625
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,8891,56000,4,0,36.11532625
TOYOTA,2013,5,65.9,1800,¨Tªo,140,10,4,8891,44000,4,1,36.11532625
TOYOTA,2012,6,65.9,1800,¨Tªo,140,10,4,8891,55000,4,0,36.11532625
TOYOTA,2011,7,65.9,1800,¨Tªo,140,10,4,8891,56000,3,0,36.11532625
HONDA,2011,7,65.9,1500,¨Tªo,120,10.4,5,8891,54000,1,0,36.11532625
HONDA,2011,7,65.9,1500,¨Tªo,120,10.4,5,8891,54000,1,0,36.11532625
TOYOTA,2011,7,65.9,1800,¨Tªo,140,10,4,8891,48000,3,0,36.11532625
TOYOTA,2008,10,185,3500,¨Tªo,275,10.8,5,abc,173067,1,0,36.10810811
TOYOTA,2008,10,185,3500,¨Tªo,275,10.8,5,8891,170000,1,0,36.10810811
VOLKSWAGEN,2009,9,149,2000,¨Tªo,200,10.3,5,8891,120000,1,0,36.10738255
VOLKSWAGEN,2009,9,149,2000,¨Tªo,200,10.3,5,8891,94000,1,1,36.10738255
LEXUS,2009,9,249,3500,¨Tªo,277,10.8,5,8891,147000,1,0,36.10441767
LEXUS,2009,9,249,3500,¨Tªo,277,10.8,5,Yahoo,147000,1,1,36.10441767
TOYOTA,2010,8,76.2,2000,¨Tªo,141,10,5,8891,71000,4,0,36.08923885
NISSAN,2014,4,71.5,1800,¨Tªo,131,9.9,4,8891,78000,8,0,36.08391608
LEXUS,2010,8,255,3500,¨Tªo,277,10.8,4,8891,122000,1,0,36.07843137
FORD,2014,4,99.8,1600,¨Tªo,177,10,5,Yahoo,27054,5,0,36.07214429
NISSAN,2009,9,49.9,1600,¨Tªo,109,9.8,4,8891,55000,2,0,36.07214429
TOYOTA,2011,7,49.9,1500,¨Tªo,106,10.5,4,8891,43000,3,0,36.07214429
TOYOTA,2010,8,54.9,2700,¨Tªo,158,9.6,5,8891,56000,1,0,36.06557377
LEXUS,2009,9,249,3500,¨Tªo,277,10.8,5,8891,1.00E+05,1,0,36.06425703
LEXUS,2009,9,249,3500,¨Tªo,277,10.8,5,Yahoo,1.00E+05,1,0,36.06425703
NISSAN,2013,5,69.9,1600,¨Tªo,115,9.8,5,8891,23000,8,0,36.05150215
FORD,2012,6,74.9,2300,¨Tªo,157,9.7,5,8891,102423,3,0,36.04806409
NISSAN,2013,5,68.8,1800,¨Tªo,126,9.9,5,8891,66000,1,0,36.04651163
VOLKSWAGEN,2011,7,154.8,2000,®ãªo,170,16.5,4,8891,65000,1,0,36.04651163
TOYOTA,2008,10,79.9,2000,¨Tªo,147,9.8,4,8891,150000,1,0,36.04505632
HONDA,2013,5,79.9,1800,¨Tªo,141,10.6,4,8891,77000,1,0,36.04505632
HONDA,2013,5,79.9,1800,¨Tªo,141,10.6,4,8891,70000,1,0,36.04505632
HONDA,2014,4,79.9,1800,¨Tªo,141,10.6,4,8891,50000,1,0,36.04505632
MITSUBISHI,2009,9,79.9,2000,¨Tªo,157,10,4,8891,1.00E+05,1,0,36.04505632
HONDA,2012,6,79.9,1800,¨Tªo,141,10.6,4,8891,60000,1,0,36.04505632
HONDA,2014,4,79.9,1800,¨Tªo,141,10.6,4,8891,36000,1,0,36.04505632
HONDA,2012,6,79.9,1800,¨Tªo,141,10.6,4,8891,58000,1,0,36.04505632
HONDA,2013,5,79.9,1800,¨Tªo,141,10.6,4,Yahoo,40000,2,0,36.04505632
HONDA,2013,5,79.9,1800,¨Tªo,141,10.6,4,8891,36000,1,0,36.04505632
HONDA,2014,4,79.9,1800,¨Tªo,141,10.6,4,8891,32000,1,0,36.04505632
HONDA,2013,5,79.9,1800,¨Tªo,141,10.6,4,8891,29000,1,0,36.04505632
HONDA,2012,6,79.9,1800,¨Tªo,141,10.6,4,8891,38000,1,0,36.04505632
MITSUBISHI,2008,10,79.9,2000,¨Tªo,157,10,4,8891,60000,1,0,36.04505632
HONDA,2013,5,79.9,1800,¨Tªo,141,10.6,4,8891,14000,1,0,36.04505632
NISSAN,2011,7,99.9,2500,¨Tªo,185,9.8,4,8891,88000,2,0,36.03603604
MAZDA,2008,10,60.5,1500,¨Tªo,103,10,5,8891,1.00E+05,3,0,36.03305785
TOYOTA,2011,7,105,2400,¨Tªo,170,9.8,5,8891,62000,2,0,36
LEXUS,2012,6,255,2500,¨Tªo,209,11.8,4,Yahoo,44000,4,0,36
VOLKSWAGEN,2011,7,152.8,2000,¨Tªo,200,9.8,5,8891,118000,1,0,35.9947644
FORD,2010,8,68.9,1400,¨Tªo,96,11,5,8891,77000,2,1,35.99419448
MITSUBISHI,2011,7,68.9,1800,¨Tªo,143,10.5,4,8891,60000,4,0,35.99419448
MITSUBISHI,2011,7,68.9,1800,¨Tªo,143,10.5,4,8891,50000,4,0,35.99419448
HONDA,2013,5,63.9,1500,¨Tªo,120,10.4,5,8891,54000,1,0,35.99374022
HONDA,2013,5,63.9,1500,¨Tªo,120,10.4,5,8891,28000,1,0,35.99374022
HONDA,2012,6,63.9,1500,¨Tªo,120,10.4,5,8891,14000,1,0,35.99374022
TOYOTA,2008,10,82.8,2000,¨Tªo,150,9.8,5,8891,160000,4,0,35.99033816
TOYOTA,2009,9,82.8,2000,¨Tªo,150,9.8,5,8891,109000,5,0,35.99033816
TOYOTA,2009,9,82.8,2000,¨Tªo,150,9.8,5,8891,109000,5,0,35.99033816
LEXUS,2013,5,428,4600,¨Tªo,387,11.8,4,UCar,50000,4,0,35.98130841
NISSAN,2009,9,109.8,2500,¨Tªo,185,9.8,4,8891,99000,1,0,35.97449909
VOLKSWAGEN,2008,10,74.5,1400,¨Tªo,80,10.5,5,8891,110000,1,0,35.97315436
FORD,2008,10,70.9,2000,®ãªo,136,18,4,8891,169000,1,0,35.96614951
LEXUS,2008,10,183,2500,¨Tªo,208,12,4,8891,120000,3,0,35.95628415
LEXUS,2008,10,183,2500,¨Tªo,208,12,4,8891,60000,3,0,35.95628415
HONDA,2011,7,97.9,2400,¨Tªo,180,10.5,4,8891,49000,1,0,35.95505618
HONDA,2011,7,97.9,2400,¨Tªo,180,10.5,4,8891,40000,1,0,35.95505618
NISSAN,2009,9,96.8,2500,¨Tªo,185,9.8,4,SUM,102743,5,1,35.95041322
HONDA,2009,9,82.9,2000,¨Tªo,155,9.6,4,8891,138000,1,0,35.946924
HONDA,2008,10,82.9,2000,¨Tªo,150,10.5,5,8891,120000,3,0,35.946924
TOYOTA,2011,7,82.9,2000,¨Tªo,147,9.8,4,8891,85000,1,0,35.946924
HONDA,2008,10,82.9,2000,¨Tªo,150,10.5,5,8891,110000,3,0,35.946924
HONDA,2008,10,82.9,2000,¨Tªo,150,10.5,5,8891,105000,3,0,35.946924
HONDA,2008,10,82.9,2000,¨Tªo,150,10.5,5,8891,1.00E+05,3,0,35.946924
LEXUS,2012,6,217,3500,¨Tªo,277,10.8,4,8891,97000,2,0,35.94470046
FORD,2015,3,77.9,2000,¨Tªo,170,12,5,8891,32000,3,0,35.94351733
MITSUBISHI,2011,7,77.9,2000,¨Tªo,157,10,4,8891,54000,1,0,35.94351733
NISSAN,2011,7,66.5,1800,¨Tªo,126,9.9,5,8891,76000,4,0,35.93984962
LEXUS,2013,5,428,4600,¨Tªo,387,11.8,4,8891,50000,4,0,35.93457944
LEXUS,2013,5,428,4600,¨Tªo,387,11.8,4,Yahoo,50000,4,0,35.93457944
LEXUS,2009,9,275,3500,ªo¹q,295(¤ÞÀº+¹q°Ê°¨¹F),12.5,5,8891,93000,1,0,35.92727273
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,8891,50000,5,0,35.92400691
TOYOTA,2014,4,57.9,1500,¨Tªo,109,10.5,5,8891,20000,6,0,35.92400691
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,8891,48000,5,0,35.92400691
MITSUBISHI,2011,7,57.9,1600,¨Tªo,112,10,5,8891,40000,5,0,35.92400691
LEXUS,2009,9,186,2500,¨Tªo,208,12,4,8891,120000,3,0,35.91397849
HONDA,2008,10,96.9,2400,¨Tªo,170,9.7,5,8891,126000,1,0,35.91331269
NISSAN,2009,9,239,3700,¨Tªo,328,11.7,2,8891,80000,1,0,35.89958159
NISSAN,2010,8,239,3700,¨Tªo,328,11.7,2,8891,30000,1,0,35.89958159
TOYOTA,2009,9,97.5,2400,¨Tªo,167,9.8,4,8891,1.00E+05,6,0,35.8974359
NISSAN,2010,8,58.5,1600,¨Tªo,105,9.8,5,8891,84000,2,0,35.8974359
MITSUBISHI,2009,9,58.5,1600,¨Tªo,112,10,5,8891,77000,6,0,35.8974359
VOLKSWAGEN,2011,7,119.8,1800,¨Tªo,160,9.8,4,8891,76000,2,0,35.89315526
TOYOTA,2012,6,188.9,3500,¨Tªo,275,10.8,5,Yahoo,69000,2,0,35.89200635
MAZDA,2011,7,71.9,2000,¨Tªo,151,10,4,8891,45000,2,0,35.88317107
HONDA,2012,6,105.9,1300,¨Tªo,98/17.0kgm,10.8,5,8891,41000,1,0,35.8829084
TOYOTA,2011,7,49.9,1500,¨Tªo,106,10.5,4,8891,19000,3,0,35.87174349
LEXUS,2009,9,186,2500,¨Tªo,208,12,4,8891,1.00E+05,3,0,35.86021505
MAZDA,2012,6,85.9,2000,¨Tªo,147,10,5,8891,50000,5,0,35.8556461
FORD,2014,4,60.8,1500,¨Tªo,112,11,5,8891,28000,3,0,35.85526316
FORD,2014,4,60.8,1500,¨Tªo,112,11,5,8891,26000,4,0,35.85526316
FORD,2014,4,60.8,1500,¨Tªo,112,11,5,8891,26000,4,0,35.85526316
VOLKSWAGEN,2010,8,178,2000,¨Tªo,200,9.8,4,8891,95000,3,0,35.84269663
NISSAN,2011,7,99.9,2500,¨Tªo,185,9.8,4,8891,140000,2,0,35.83583584
NISSAN,2011,7,99.9,2500,¨Tªo,185,9.8,4,Yahoo,1.00E+05,5,0,35.83583584
TOYOTA,2008,10,99.9,2400,¨Tªo,167,9.8,4,8891,90000,3,0,35.83583584
NISSAN,2012,6,99.9,2500,¨Tªo,185,9.8,4,8891,50000,3,0,35.83583584
NISSAN,2010,8,99.9,2500,¨Tªo,170,9.6,5,Yahoo,66224,3,0,35.83583584
NISSAN,2012,6,99.9,2500,¨Tªo,185,9.8,4,8891,46000,3,0,35.83583584
NISSAN,2012,6,99.9,2500,¨Tªo,185,9.8,4,8891,46000,3,0,35.83583584
MITSUBISHI,2010,8,62.8,2400,¨Tªo,159,9.5,5,8891,90000,2,0,35.82802548
LEXUS,2010,8,201,2500,¨Tªo,208,12,4,8891,78000,3,0,35.82089552
LEXUS,2010,8,201,2500,¨Tªo,208,12,4,8891,78000,3,0,35.82089552
TOYOTA,2012,6,65.9,1800,¨Tªo,140,10,4,8891,81000,4,0,35.81183612
TOYOTA,2012,6,65.9,1800,¨Tªo,140,10,4,8891,60000,4,0,35.81183612
VOLKSWAGEN,2010,8,88.8,1600,¨Tªo,102,10.5,5,8891,60000,2,0,35.81081081
NISSAN,2010,8,83.8,2000,¨Tªo,136,10,4,UCar,160000,2,0,35.79952267
VOLKSWAGEN,2009,9,102.8,1600,®ãªo,105,16.5,5,8891,96000,2,0,35.79766537
FORD,2008,10,60.9,1800,¨Tªo,132,10.8,5,8891,160000,1,0,35.79638752
FORD,2010,8,60.9,1800,¨Tªo,132,10.8,5,8891,82000,1,0,35.79638752
FORD,2008,10,60.9,1800,¨Tªo,132,10.8,5,8891,89000,1,0,35.79638752
FORD,2008,10,60.9,1800,¨Tªo,132,10.8,5,8891,89000,1,0,35.79638752
FORD,2010,8,60.9,1800,¨Tªo,132,10.8,5,Yahoo,70000,2,0,35.79638752
NISSAN,2012,6,60.9,1600,¨Tªo,105,9.8,5,8891,49000,2,0,35.79638752
NISSAN,2012,6,66.5,1800,¨Tªo,126,9.9,5,8891,116000,3,1,35.78947368
NISSAN,2008,10,66.5,1800,¨Tªo,126,9.9,5,8891,129000,2,0,35.78947368
NISSAN,2011,7,66.5,1800,¨Tªo,126,9.9,5,8891,96000,4,0,35.78947368
NISSAN,2009,9,66.5,1800,¨Tªo,126,9.9,5,8891,70000,2,0,35.78947368
NISSAN,2011,7,66.5,1800,¨Tªo,126,9.9,5,8891,50000,4,0,35.78947368
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,8891,89000,3,0,35.78732106
VOLKSWAGEN,2010,8,97.8,1600,¨Tªo,102,10.5,2,UCar,88000,1,0,35.78732106
VOLKSWAGEN,2010,8,97.8,1600,¨Tªo,102,10.5,2,8891,81000,1,0,35.78732106
TOYOTA,2010,8,48.9,1500,¨Tªo,106,10.5,4,8891,65000,3,0,35.78732106
MAZDA,2010,8,74.9,2000,¨Tªo,151,10,4,8891,1.00E+05,3,0,35.78104139
FORD,2012,6,74.9,2300,¨Tªo,157,9.7,5,8891,63000,3,0,35.78104139
HONDA,2012,6,74.9,1800,¨Tªo,141,10.6,4,8891,56000,1,0,35.78104139
HONDA,2013,5,74.9,1800,¨Tªo,141,10.6,4,8891,40000,1,0,35.78104139
HONDA,2013,5,74.9,1800,¨Tªo,141,10.6,4,8891,36000,1,0,35.78104139
FORD,2014,4,74.9,2000,¨Tªo,170,12,5,8891,30000,2,0,35.78104139
FORD,2014,4,74.9,2000,¨Tªo,170,12,5,8891,13000,2,0,35.78104139
MAZDA,2010,8,74.9,2000,¨Tªo,151,10,4,8891,24000,3,0,35.78104139
FORD,2011,7,80.5,2000,®ãªo,136,18,5,8891,86000,3,0,35.77639752
FORD,2011,7,80.5,2000,®ãªo,136,18,5,8891,83000,2,0,35.77639752
FORD,2011,7,80.5,2000,®ãªo,136,18,5,8891,80000,3,0,35.77639752
FORD,2011,7,80.5,2000,®ãªo,136,18,5,8891,75000,2,0,35.77639752
FORD,2011,7,80.5,2000,®ãªo,136,18,5,8891,52000,2,0,35.77639752
MAZDA,2012,6,81.9,2000,¨Tªo,151,10,5,8891,78000,1,1,35.77533578
HONDA,2010,8,81.9,2000,¨Tªo,150,10.5,5,8891,86000,2,0,35.77533578
TOYOTA,2010,8,62.9,2700,¨Tªo,158,9.6,5,8891,120000,4,0,35.77106518
VOLKSWAGEN,2011,7,125.8,1800,¨Tªo,160,9.8,4,Yahoo,69959,3,0,35.77106518
FORD,2008,10,88.9,2300,¨Tªo,165,10.6,4,8891,137000,3,0,35.77052868
FORD,2008,10,88.9,2300,¨Tªo,165,10.6,4,8891,137000,3,0,35.77052868
FORD,2008,10,88.9,2300,¨Tªo,165,10.6,4,8891,137000,3,0,35.77052868
MITSUBISHI,2013,5,64.3,2400,¨Tªo,159,9.5,5,Yahoo,93211,3,0,35.76982893
HONDA,2009,9,69.9,1800,¨Tªo,140,10.5,4,8891,120000,2,0,35.76537911
HONDA,2009,9,69.9,1800,¨Tªo,140,10.5,4,8891,111000,2,0,35.76537911
HONDA,2009,9,69.9,1800,¨Tªo,140,10.5,4,8891,57000,2,0,35.76537911
TOYOTA,2010,8,102.9,2400,¨Tªo,170,9.8,5,8891,110000,2,0,35.76287658
HONDA,2010,8,76.9,1800,¨Tªo,140,10.5,4,8891,95000,1,0,35.76072822
VOLKSWAGEN,2008,10,111.3,2000,®ãªo,140,18.5,5,8891,90000,1,0,35.75920934
HONDA,2009,9,83.9,2000,¨Tªo,150,10.5,5,8891,118000,3,0,35.7568534
MITSUBISHI,2009,9,83.9,2400,¨Tªo,172,9.7,5,8891,92000,4,0,35.7568534
MITSUBISHI,2009,9,83.9,2400,¨Tªo,172,9.7,5,8891,87000,4,0,35.7568534
MITSUBISHI,2010,8,83.9,2400,¨Tªo,172,10.5,5,8891,68000,6,0,35.7568534
LEXUS,2009,9,249,3500,¨Tªo,277,10.8,5,abc,85000,1,0,35.74297189
TOYOTA,2012,6,68,2000,¨Tªo,133,9.8,5,8891,89000,2,0,35.73529412
TOYOTA,2011,7,103,2400,¨Tªo,167,9.8,4,8891,68000,4,0,35.72815534
TOYOTA,2011,7,103,2400,¨Tªo,167,9.8,4,8891,65000,4,0,35.72815534
HONDA,2008,10,80.9,2000,¨Tªo,155,9.6,4,8891,98000,1,0,35.72311496
VOLKSWAGEN,2008,10,128.8,2000,¨Tªo,200,10.3,3,8891,150000,1,0,35.71428571
LEXUS,2012,6,196,2400,¨Tªo,167,9.8,4,8891,37000,4,0,35.71428571
MITSUBISHI,2014,4,91.9,2400,¨Tªo,172,10.5,5,8891,66000,2,0,35.69096844
FORD,2014,4,91.9,2000,®ãªo,163,16,5,8891,62000,1,0,35.69096844
MITSUBISHI,2014,4,91.9,2400,¨Tªo,172,10.5,5,8891,39000,2,0,35.69096844
FORD,2014,4,91.9,2000,®ãªo,163,16,5,8891,38000,1,0,35.69096844
FORD,2015,3,91.9,2000,®ãªo,163,16,5,8891,20000,1,0,35.69096844
FORD,2015,3,91.9,2000,®ãªo,163,16,5,8891,14000,1,0,35.69096844
MITSUBISHI,2013,5,70.9,1800,¨Tªo,143,10.5,4,8891,82000,3,0,35.68406206
MITSUBISHI,2009,9,63.9,1800,¨Tªo,143,10.5,4,8891,93000,4,0,35.68075117
HONDA,2012,6,63.9,1500,¨Tªo,120,10.4,5,Yahoo,49432,1,0,35.68075117
HONDA,2014,4,63.9,1500,¨Tªo,120,10.4,5,8891,30000,1,0,35.68075117
FORD,2009,9,63.9,2300,¨Tªo,157,9.7,5,8891,62000,2,0,35.68075117
MITSUBISHI,2009,9,63.9,1800,¨Tªo,143,10.5,4,8891,60000,4,0,35.68075117
VOLKSWAGEN,2010,8,150.8,2000,¨Tªo,200,9.8,5,8891,60000,1,0,35.67639257
TOYOTA,2008,10,79.9,2000,¨Tªo,147,9.8,4,8891,150000,1,0,35.66958698
FORD,2011,7,78.5,2000,®ãªo,136,18,4,8891,110000,1,0,35.66878981
HONDA,2011,7,72.9,1800,¨Tªo,140,10.5,4,8891,80000,1,0,35.66529492
FORD,2013,5,72.9,2000,¨Tªo,170,12,5,8891,58000,2,0,35.66529492
FORD,2011,7,72.9,2300,¨Tªo,157,9.7,5,8891,69000,3,0,35.66529492
FORD,2011,7,72.9,2300,¨Tªo,157,9.7,5,8891,57000,3,0,35.66529492
FORD,2011,7,72.9,2300,¨Tªo,157,9.7,5,8891,57000,3,0,35.66529492
VOLKSWAGEN,2009,9,108.8,1400,¨Tªo,160,10,5,8891,140000,2,0,35.66176471
HONDA,2009,9,58.9,1500,¨Tªo,120,10.4,5,8891,94000,1,0,35.65365025
NISSAN,2009,9,51.9,1600,¨Tªo,105,9.8,5,8891,47000,2,0,35.64547206
VOLKSWAGEN,2012,6,80.8,1400,¨Tªo,85,10.5,5,8891,70000,1,0,35.64356436
TOYOTA,2011,7,137,3500,¨Tªo,277,10.8,4,8891,1.00E+05,3,0,35.62043796
NISSAN,2011,7,94.9,2500,¨Tªo,160,9.5,5,8891,108000,2,0,35.61643836
NISSAN,2012,6,94.9,2500,¨Tªo,160,9.5,5,8891,40000,4,0,35.61643836
NISSAN,2014,4,86.5,1600,¨Tªo,185,9.5,5,8891,49000,2,0,35.60693642
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,35000,2,0,35.59950556
MAZDA,2015,3,80.9,2000,¨Tªo,165,14,5,8891,32000,2,0,35.59950556
NISSAN,2014,4,72.5,1600,¨Tªo,115,9.8,5,8891,99000,6,0,35.5862069
NISSAN,2014,4,72.5,1600,¨Tªo,115,9.8,5,8891,30000,6,0,35.5862069
HONDA,2008,10,82.9,2000,¨Tªo,150,10.5,5,8891,135000,3,0,35.58504222
HONDA,2010,8,91.9,2400,¨Tªo,170,10.5,5,8891,161000,2,0,35.58215452
HONDA,2012,6,66.9,1500,¨Tªo,120,10.4,5,8891,70000,1,0,35.5754858
HONDA,2012,6,66.9,1500,¨Tªo,120,10.4,5,8891,55000,1,0,35.5754858
HONDA,2013,5,66.9,1500,¨Tªo,120,10.4,5,8891,40000,1,0,35.5754858
MAZDA,2008,10,75.9,2000,¨Tªo,148,10.8,5,8891,120000,4,0,35.57312253
MAZDA,2010,8,75.9,2000,¨Tªo,151,10,5,8891,85000,1,0,35.57312253
